"DateUsedForStatisticsYear","DateUsedForStatisticsISO","weekly_rainfll_mean","wekly_temp_mean","ILI_per_100000_00_04","ILI_per_100000_05_14","ILI_per_100000_15_64","ILI_per_100000_65_plus","ILINumberOfCases_per_100000"
2007,"2007-W52",6.04385102607577,8.43146388416334,"7.653451707","4.115226337","19.89479632","9.88533017","15.82459797"
2008,"2008-W01",3.0393483658378,7.08894525279879,"38.26725853","16.46090535","61.27597266","19.77066034","49.1108213"
2008,"2008-W02",7.2293846698169,6.26698777234844,"30.61380683","32.9218107","51.72647042","9.88533017","43.10838758"
2008,"2008-W03",6.62759282056533,7.84888040795889,"45.92071024","45.26748971","53.31805413","14.82799526","47.47379392"
2008,"2008-W04",4.66968171007776,9.03308827197228,"47.28505004","38.13882532","33.59857083","0","31.4672151"
2008,"2008-W05",3.51546612319977,6.48626115154942,"24.14292612","21.6365918","35.14673763","0","28.69045296"
2008,"2008-W06",4.56247302216902,7.75795661162069,"7.717835919","24.90039841","21.66847237","0","18.71010346"
2008,"2008-W07",0.041016203024634,7.49483151908343,"15.47508511","16.64239651","20.11441077","4.997251512","17.65429579"
2008,"2008-W08",1.32378157974896,8.09456668825936,"14.86104919","19.97762506","25.49739231","19.19570016","23.31138178"
2008,"2008-W09",3.11817006690659,7.72589034867899,"7.165376899","3.85297064","24.58778211","18.51080568","19.92520385"
2008,"2008-W10",2.96017086249343,6.99713784110433,"0","3.720099699","20.14301541","13.40482574","15.78524179"
2008,"2008-W11",8.06004805365164,6.66144764949213,"13.69581593","11.04606208","20.64909358","8.844861136","17.57675182"
2008,"2008-W12",0.911226381009725,6.5242539515651,"13.69581593","14.72808277","10.68056564","0","10.25310523"
2008,"2008-W13",5.09225228353084,6.68323237737459,"14.05086413","3.777576307","18.99335233","4.537205082","15.02734978"
2008,"2008-W14",1.41937536542139,8.2733523083546,"0","0","17.08890503","0","11.71783454"
2008,"2008-W15",3.1398656777208,5.60353795006492,"0","3.727587878","7.929185168","4.477077364","6.425591649"
2008,"2008-W16",1.19172834891481,7.1764108257221,"0","3.818105456","16.98206546","0","12.15085284"
2008,"2008-W17",3.16817663498548,9.62385646560386,"7.151541157","3.845414343","9.667080616","13.85617293","9.178241449"
2008,"2008-W18",4.18679061234662,9.19303705335181,"14.21565143","3.822045559","7.390983001","0","6.58838316"
2008,"2008-W19",2.13503562229842,12.0737970421486,"7.107825716","0","2.2172949","0","2.027194818"
2008,"2008-W20",0.461221205323731,12.7188245534903,"0","0","4.4345898","0","3.040792228"
2008,"2008-W21",2.83256877966438,11.3124424729519,"0","7.991050024","2.317944756","0","2.649020657"
2008,"2008-W22",1.18526931591529,12.4931566800439,"0","7.436879485","3.595285861","0","3.451404228"
2008,"2008-W23",2.59666317802178,12.8369379422058,"0","0","2.183008914","0","1.496886476"
2008,"2008-W24",0.67250975087346,12.9341415596645,"0","0","2.889484444","0","1.981326002"
2008,"2008-W25",4.04053635407297,12.1775739821949,"0","0","1.464107407","0","1.003940466"
2008,"2008-W26",5.31474927616652,13.1665228969492,"6.847907964","0","3.560188548","4.422430568","3.417701742"
2008,"2008-W27",4.97502146647389,13.3215046791609,"0","0","0.71203771","0","0.488243106"
2008,"2008-W28",3.55910935967937,13.3685556065768,"0","0","3.841514479","4.771903035","3.16093922"
2008,"2008-W29",1.22423666036725,14.3095124578092,"0","0","1.521375323","4.724781479","1.564814622"
2008,"2008-W30",0.960219665562712,15.0198540962393,"0","0","0","4.749014579","0.271838854"
2008,"2008-W31",5.48686016105157,15.6724458179544,"0","3.822045559","1.4781966","0","1.520396114"
2008,"2008-W32",4.98219287914172,15.5574425614253,"7.107825716","3.822045559","0.7390983","0","1.520396114"
2008,"2008-W33",8.05753562115499,14.0693970421228,"0","0","0.738797976","0","0.506593312"
2008,"2008-W34",3.45432317150099,14.2731785822447,"0","0","1.440600442","4.473872584","1.481730266"
2008,"2008-W35",1.16328244398758,15.1939490036391,"7.209805335","0","2.998658101","0","2.570231578"
2008,"2008-W36",3.2579277898802,12.9985469653861,"0","0","5.134675195","0","3.520843393"
2008,"2008-W37",3.02203450189198,13.3178943403491,"6.981290142","0","2.903726934","0","2.488849952"
2008,"2008-W38",4.01024096896268,13.5360826387827,"7.35402265","7.908264136","6.11728362","0","5.767587209"
2008,"2008-W39",0.190345393139548,12.689442047756,"7.269026677","7.817385866","5.291045284","0","5.18293157"
2008,"2008-W40",5.67799477586787,10.9871827343317,"7.66812361","0","3.189436586","4.952456418","3.280499073"
2008,"2008-W41",5.09491648440424,12.182799903148,"0","0","5.593735017","14.88981537","5.479482079"
2008,"2008-W42",1.92352519866496,11.1681145299405,"0","7.362685908","7.118957785","4.421648391","6.345921037"
2008,"2008-W43",6.84022169673341,10.8423309098924,"6.7281168","0","6.996040241","0","5.276892965"
2008,"2008-W44",2.95438491793464,7.13669427724436,"13.43273558","0","7.681993407","4.337642058","6.70417814"
2008,"2008-W45",3.69833371243095,9.37248199887554,"6.858240176","0","7.131243404","8.858572884","6.35687496"
2008,"2008-W46",3.40867714149843,9.23785639027132,"0","7.360789077","10.67585264","8.840951286","9.272499231"
2008,"2008-W47",2.03374075345764,9.99156438480113,"6.644518272","17.86416092","9.672783551","4.291292967","9.948928832"
2008,"2008-W48",2.51918186261294,6.66046594486447,"6.656460095","7.158196135","11.766253","12.89656951","10.91568346"
2008,"2008-W49",4.18204447533144,5.67209838120443,"13.66213539","14.69237833","22.72953277","13.23509948","19.96912092"
2008,"2008-W50",4.45288287548772,6.21232688173655,"19.83471074","17.77588168","47.43735176","4.270037149","36.77042526"
2008,"2008-W51",3.19390676568354,7.58546147222267,"74.10900761","79.69859441","61.64796211","26.10625245","61.00607179"
2008,"2008-W52",0.387889638012656,6.81711944025586,"86.52822151","93.04988906","75.43722446","21.49243466","72.60785589"
2009,"2009-W01",0.0339249783562758,4.55334987378942,"46.41909814","53.48546978","120.6655221","64.23982869","100.2345109"
2009,"2009-W02",1.94323531999961,4.87971330628057,"65.53938917","38.76378757","148.5590454","80.41987641","120.5584942"
2009,"2009-W03",7.90342502388369,7.66753908976236,"45.87757242","70.47961377","113.1229428","76.18725133","98.59628792"
2009,"2009-W04",6.13872994330778,5.11284824201835,"26.8744961","39.73844876","46.80535956","34.71318233","43.11232677"
2009,"2009-W05",6.9687675732596,6.9084653411375,"19.66181675","31.7158262","35.43610257","4.232625074","30.37326405"
2009,"2009-W06",1.50270277663796,2.85848575405039,"6.553938917","14.09592275","20.44390533","8.465250148","17.28939646"
2009,"2009-W07",2.44612835996336,5.45415964965217,"6.625588021","24.9385443","9.644995281","0","10.39280062"
2009,"2009-W08",0.317974474121479,6.89581821654032,"6.553938917","7.047961377","8.859025643","4.232625074","7.943776752"
2009,"2009-W09",0.786981954247712,7.56273924307957,"6.553938917","3.523980689","9.540489155","0","7.476495766"
2009,"2009-W10",3.61189886444623,5.95680508389668,"0","0","4.184567316","4.331817197","3.347600488"
2009,"2009-W11",2.58623465451316,7.63838304436156,"0","0","10.90341618","0","7.476495766"
2009,"2009-W12",0.382925981902177,8.66781889952771,"0","3.523980689","2.725854044","0","2.336404927"
2009,"2009-W13",1.87326439327061,6.99654904763747,"0","0","4.820903437","0","3.305722678"
2009,"2009-W14",1.6411853977564,7.82582054735689,"6.631299735","3.565697985","4.137103614","0","3.782434375"
2009,"2009-W15",4.50144995151826,7.93898264070947,"0","0","3.497017044","0","2.397909023"
2009,"2009-W16",1.7894824045386,9.36013338573018,"0","0","3.407317555","0","2.336404927"
2009,"2009-W17",3.59819730722263,9.41370395484955,"0","0","2.12068088","4.390586582","1.938876906"
2009,"2009-W18",3.52469702132627,8.98502578040231,"0","0","2.811239335","0","1.927673683"
2009,"2009-W19",3.20886711981189,9.26668643450597,"6.884681583","0","4.295194393","4.446420631","3.926977847"
2009,"2009-W20",2.35145463003308,9.77760108060565,"6.752650415","3.63095022","7.021288547","0","5.777452529"
2009,"2009-W21",2.73515695844194,10.2779839986231,"0","0","8.854319205","8.460952703","7.005515676"
2009,"2009-W22",1.44409569072585,11.9206334726017,"0","3.422782037","5.294997551","0","4.084652146"
2009,"2009-W23",0.684009249022471,13.0728415096296,"0","0","4.426793484","7.855768098","3.902743629"
2009,"2009-W24",1.70741468077404,11.5434879426923,"0","0","5.059192553","0","3.469105448"
2009,"2009-W25",3.58077529362588,12.7288215741556,"6.105006105","0","5.712943626","3.942595805","4.787917038"
2009,"2009-W26",0.739706075414992,15.2060479216385,"0","0","1.276707117","3.964949843","1.313163147"
2009,"2009-W27",2.66796952029257,15.8700406041151,"6.073858115","3.265945981","0.631564322","3.92279931","1.732261641"
2009,"2009-W28",3.81511099779004,14.5720807113232,"0","10.02171371","9.689797289","8.024716126","8.859122238"
2009,"2009-W29",2.44741679222748,14.1441619263404,"11.96243794","9.648163633","13.06018881","15.45117429","12.79344975"
2009,"2009-W30",3.59898547419745,14.2173934370298,"18.27819411","42.58943782","37.37820407","27.54495731","35.62181793"
2009,"2009-W31",5.48001980921973,14.1307476369565,"29.98860433","19.3498452","44.90233742","19.3678339","37.63176463"
2009,"2009-W32",2.59941260234783,14.4412955503845,"23.72197841","35.07764916","38.23266426","11.4902907","33.82735364"
2009,"2009-W33",3.61876122016861,14.9705801947779,"44.26737494","27.20348205","44.05691891","20.42149975","39.22788697"
2009,"2009-W34",5.40231111832657,14.6819817610797,"30.76544425","26.4681555","37.74719615","11.92131929","32.90267389"
2009,"2009-W35",5.62234185518703,14.0076570894426,"24.43942079","19.71155426","37.48244995","7.891725526","30.92927216"
2009,"2009-W36",5.53896134568283,13.49025788755,"17.96299623","41.85582279","42.95960552","11.6013767","37.56910795"
2009,"2009-W37",2.27449908588991,13.6093326121486,"29.57529871","54.06952705","45.51297427","22.92088475","43.01710141"
2009,"2009-W38",0.387369557413757,12.8070659089627,"55.23166616","89.09420888","72.74444366","19.81689192","67.82063848"
2009,"2009-W39",0.830011209576158,13.1253969488991,"49.63702922","156.8077937","74.83919251","16.02885193","77.41855568"
2009,"2009-W40",0.649402264100431,12.2569571479057,"126.3689975","145.6075069","81.34201816","27.20453927","87.09717556"
2009,"2009-W41",2.94901703232931,11.3507418229428,"77.45010426","163.3725214","88.58328687","23.08580223","90.47582639"
2009,"2009-W42",0.225370736784075,11.8361640500919,"206.7280586","421.0597231","115.2929222","20.22899219","151.8609668"
2009,"2009-W43",4.63649848618337,12.2403986777642,"333.6312183","560.5919851","149.2907142","7.695267411","201.3405714"
2009,"2009-W44",4.56694515484191,13.3722869662089,"387.2505213","361.9822533","146.8128601","34.62870335","180.1021145"
2009,"2009-W45",7.75160942671646,9.56660614914196,"244.2657134","214.6266457","164.1578393","15.39053482","160.137965"
2009,"2009-W46",6.23868909524377,9.09308136045967,"387.2505213","230.6435596","98.49470359","38.47633705","129.9793562"
2009,"2009-W47",9.88270291115084,10.3242807300593,"280.0119154","224.2367941","100.9725578","23.08580223","121.9087426"
2009,"2009-W48",5.32288589611443,8.19175811002444,"214.4772118","134.5420764","78.67187016","26.93343594","90.05105725"
2009,"2009-W49",5.29781724597651,7.17696355509699,"119.9328376","67.71353948","57.98908807","19.3640835","59.4309169"
2009,"2009-W50",3.04307241911372,8.17758564393231,"113.1963062","57.6608899","45.22083875","30.78106964","50.12275828"
2009,"2009-W51",0.838202155738097,4.99117536987222,"113.1963062","32.03382772","39.64566685","7.695267411","40.35306811"
2009,"2009-W52",2.87890086577595,3.35227511222317,"48.2509047","22.7014756","12.54264499","0","15.05097982"
2009,"2009-W53",2.47848637290339,3.25041403637649,"5.957700328","22.42367941","16.7255157","3.847633705","15.29168897"
2010,"2010-W01",1.48706016723326,1.50994106502179,"11.91540066","3.203382772","26.63693242","11.54290112","20.81368776"
2010,"2010-W02",6.20239354580728,4.8519109711308,"17.87310098","9.610148317","17.34497925","19.23816853","16.56599638"
2010,"2010-W03",3.87626155853243,6.7266692878204,"6.008532116","3.230808995","12.49539232","27.16336826","12.42374392"
2010,"2010-W04",1.1966456008207,5.0270708358293,"0","3.203382772","8.672489624","3.847633705","6.796306208"
2010,"2010-W05",4.25760615319753,6.22268041117845,"5.957700328","6.406765544","6.81409899","3.847633705","6.37153707"
2010,"2010-W06",0.203867756617343,3.72633715697648,"0","12.81353109","6.194635446","3.847633705","6.37153707"
2010,"2010-W07",2.10279730868254,3.85707771113952,"11.91540066","0","6.81409899","0","5.521998794"
2010,"2010-W08",3.6513236858935,3.75034297385065,"0","3.311039004","9.603995262","0","7.024537588"
2010,"2010-W09",2.41019440551496,4.79221837260506,"11.91540066","6.406765544","8.672489624","7.695267411","8.495382759"
2010,"2010-W10",0.111411949374614,4.74386787254729,"12.09043646","0","5.028726601","15.61706946","6.034378718"
2010,"2010-W11",1.38031430283072,7.53200310526176,"6.011060351","9.696499564","8.125304699","7.764276564","8.14304327"
2010,"2010-W12",3.07441246527347,7.57408699271277,"12.47116044","0","7.780536987","4.027224034","6.668919279"
2010,"2010-W13",6.68244190616759,5.02560597804918,"0","3.259664906","3.782100579","7.830546964","3.89010875"
2010,"2010-W14",3.37209223495614,8.19832220343482,"0","0","2.477854178","3.847633705","2.12384569"
2010,"2010-W15",0.0343943706145738,8.84404986995996,"6.325910931","0","3.288694783","0","2.706091412"
2010,"2010-W16",0.322152658791692,7.29404520239971,"0","0","7.433562535","0","5.097229656"
2010,"2010-W17",2.67170066949062,9.96207049677971,"0","0","4.955708357","7.695267411","4.24769138"
2010,"2010-W18",0.585171431153075,9.05123616788467,"0","0","1.89378397","0","1.298572004"
2010,"2010-W19",0.929548437954597,8.24106774250946,"0","3.203382772","5.575171901","3.847633705","4.672460518"
2010,"2010-W20",1.61169776037955,11.7264606697771,"0","0","5.235533566","0","3.590035855"
2010,"2010-W21",1.09664348465427,11.0909629511564,"0","6.412722842","3.720191962","0","3.401273777"
2010,"2010-W22",1.51806556053935,12.7767446826572,"0","0","1.848394669","0","1.689931389"
